0.489795918,0.785310734,0.108635097,0.333333333,1,27.67
0.489795918,0.779661017,0.108635097,0.333333333,1,33.79
0.489795918,0.779661017,0.108635097,0.333333333,0.941176471,30.24
0.489795918,0.779661017,0.108635097,0.325203252,0.941176471,30.44
0.489795918,0.774011299,0.108635097,0.325203252,0.941176471,31.97
0.489795918,0.774011299,0.105849582,0.325203252,0.941176471,32.15
0.510204082,0.774011299,0.105849582,0.317073171,0.941176471,32.49
0.510204082,0.774011299,0.105849582,0.317073171,0.941176471,29.74
0.510204082,0.774011299,0.105849582,0.317073171,0.941176471,35.47
0.510204082,0.774011299,0.103064067,0.317073171,0.941176471,30.61
0.489795918,0.779661017,0.103064067,0.317073171,0.941176471,29.93
0.489795918,0.779661017,0.103064067,0.317073171,0.941176471,33.1
0.489795918,0.779661017,0.103064067,0.317073171,0.941176471,28.81
0.489795918,0.779661017,0.103064067,0.317073171,0.941176471,27.56
0.489795918,0.785310734,0.100278552,0.317073171,0.941176471,29.23
0.489795918,0.785310734,0.100278552,0.317073171,0.941176471,34.66
0.489795918,0.785310734,0.100278552,0.317073171,0.941176471,33.24
0.489795918,0.785310734,0.100278552,0.317073171,0.941176471,33.63
0.489795918,0.785310734,0.100278552,0.317073171,0.941176471,34.47
0.489795918,0.785310734,0.097493036,0.317073171,0.941176471,33.27
0.489795918,0.785310734,0.097493036,0.317073171,0.941176471,33.24
0.489795918,0.779661017,0.097493036,0.317073171,0.941176471,33.36
0.489795918,0.774011299,0.094707521,0.317073171,0.941176471,30.52
0.489795918,0.774011299,0.094707521,0.308943089,0.941176471,26.53
0.489795918,0.768361582,0.094707521,0.308943089,0.941176471,29.29
0.489795918,0.762711864,0.094707521,0.308943089,0.941176471,30.88
0.489795918,0.757062147,0.091922006,0.308943089,1,34.21
0.489795918,0.757062147,0.091922006,0.308943089,1,31.63
0.489795918,0.745762712,0.091922006,0.308943089,1,34.47
0.489795918,0.740112994,0.091922006,0.317073171,1,34.96
0.489795918,0.740112994,0.091922006,0.317073171,1,35.78
0.489795918,0.734463277,0.091922006,0.317073171,1,35.88
0.489795918,0.734463277,0.091922006,0.325203252,1,36.64
0.489795918,0.734463277,0.094707521,0.333333333,1,36.31
0.469387755,0.734463277,0.097493036,0.333333333,1,34.56
0.448979592,0.728813559,0.100278552,0.341463415,1,36.01
0.448979592,0.734463277,0.103064067,0.349593496,1,35.72
0.448979592,0.740112994,0.105849582,0.357723577,1,36.29
0.448979592,0.745762712,0.108635097,0.37398374,1,32.21
0.448979592,0.745762712,0.111420613,0.382113821,1,32.29
0.448979592,0.751412429,0.114206128,0.390243902,1,39.18
0.448979592,0.757062147,0.116991643,0.398373984,1,37.08
0.448979592,0.762711864,0.122562674,0.406504065,1,36.63
0.448979592,0.762711864,0.125348189,0.414634146,1,34.86
0.448979592,0.768361582,0.128133705,0.414634146,1,38.43
0.448979592,0.768361582,0.13091922,0.422764228,1,32.85
0.448979592,0.774011299,0.133704735,0.430894309,0.941176471,34.06
0.448979592,0.779661017,0.136490251,0.430894309,0.941176471,29.04
0.448979592,0.785310734,0.136490251,0.430894309,0.941176471,30.92
0.469387755,0.785310734,0.139275766,0.430894309,0.941176471,29.68
0.489795918,0.785310734,0.142061281,0.43902439,0.941176471,27.92
0.489795918,0.790960452,0.142061281,0.43902439,0.882352941,30.33
