0.67,0.52,0.26,0.41,0.71,0.67,0.5,0.26,0.41,0.71,0.67,0.49,0.26,0.41,0.71,0.67,0.47,0.26,0.41,0.71,0.67,0.45,0.25,0.4,0.71,17.06555
0.67,0.5,0.26,0.41,0.71,0.67,0.49,0.26,0.41,0.71,0.67,0.47,0.26,0.41,0.71,0.67,0.45,0.25,0.4,0.71,0.67,0.44,0.25,0.4,0.71,14.233789999999999
0.67,0.49,0.26,0.41,0.71,0.67,0.47,0.26,0.41,0.71,0.67,0.45,0.25,0.4,0.71,0.67,0.44,0.25,0.4,0.71,0.67,0.43,0.24,0.4,0.71,10.32873
0.67,0.47,0.26,0.41,0.71,0.67,0.45,0.25,0.4,0.71,0.67,0.44,0.25,0.4,0.71,0.67,0.43,0.24,0.4,0.71,0.67,0.41,0.24,0.4,0.71,9.03938
0.67,0.45,0.25,0.4,0.71,0.67,0.44,0.25,0.4,0.71,0.67,0.43,0.24,0.4,0.71,0.67,0.41,0.24,0.4,0.71,0.67,0.41,0.24,0.4,0.71,10.60668
0.67,0.44,0.25,0.4,0.71,0.67,0.43,0.24,0.4,0.71,0.67,0.41,0.24,0.4,0.71,0.67,0.41,0.24,0.4,0.71,0.69,0.4,0.24,0.4,0.71,9.93639
0.67,0.43,0.24,0.4,0.71,0.67,0.41,0.24,0.4,0.71,0.67,0.41,0.24,0.4,0.71,0.69,0.4,0.24,0.4,0.71,0.69,0.4,0.23,0.4,0.71,8.541269999999999
0.67,0.41,0.24,0.4,0.71,0.67,0.41,0.24,0.4,0.71,0.69,0.4,0.24,0.4,0.71,0.69,0.4,0.23,0.4,0.71,0.69,0.39,0.23,0.39,0.71,8.79233
0.67,0.41,0.24,0.4,0.71,0.69,0.4,0.24,0.4,0.71,0.69,0.4,0.23,0.4,0.71,0.69,0.39,0.23,0.39,0.71,0.69,0.39,0.23,0.39,0.71,9.80368
0.69,0.4,0.24,0.4,0.71,0.69,0.4,0.23,0.4,0.71,0.69,0.39,0.23,0.39,0.71,0.69,0.39,0.23,0.39,0.71,0.69,0.39,0.22,0.39,0.71,11.09084
0.69,0.4,0.23,0.4,0.71,0.69,0.39,0.23,0.39,0.71,0.69,0.39,0.23,0.39,0.71,0.69,0.39,0.22,0.39,0.71,0.69,0.39,0.22,0.39,0.71,11.619489999999999
0.69,0.39,0.23,0.39,0.71,0.69,0.39,0.23,0.39,0.71,0.69,0.39,0.22,0.39,0.71,0.69,0.39,0.22,0.39,0.71,0.69,0.39,0.22,0.39,0.68,12.01505
0.69,0.39,0.23,0.39,0.71,0.69,0.39,0.22,0.39,0.71,0.69,0.39,0.22,0.39,0.71,0.69,0.39,0.22,0.39,0.68,0.69,0.39,0.21,0.39,0.68,11.304910000000001
0.69,0.39,0.22,0.39,0.71,0.69,0.39,0.22,0.39,0.71,0.69,0.39,0.22,0.39,0.68,0.69,0.39,0.21,0.39,0.68,0.69,0.39,0.21,0.39,0.68,11.32082
