0.94,0.11,0.56,0.4,0.46,0.94,0.09,0.61,0.4,0.46,0.94,0.07,0.69,0.41,0.46,0.94,0.08,0.77,0.41,0.46,0.94,0.09,0.83,0.41,0.46,-0.15984
0.94,0.09,0.61,0.4,0.46,0.94,0.07,0.69,0.41,0.46,0.94,0.08,0.77,0.41,0.46,0.94,0.09,0.83,0.41,0.46,0.94,0.1,0.88,0.41,0.46,-0.16284
0.94,0.07,0.69,0.41,0.46,0.94,0.08,0.77,0.41,0.46,0.94,0.09,0.83,0.41,0.46,0.94,0.1,0.88,0.41,0.46,0.94,0.11,0.91,0.41,0.5,-0.18442
0.94,0.08,0.77,0.41,0.46,0.94,0.09,0.83,0.41,0.46,0.94,0.1,0.88,0.41,0.46,0.94,0.11,0.91,0.41,0.5,0.94,0.13,0.93,0.41,0.5,-0.16276
0.94,0.09,0.83,0.41,0.46,0.94,0.1,0.88,0.41,0.46,0.94,0.11,0.91,0.41,0.5,0.94,0.13,0.93,0.41,0.5,0.94,0.16,0.94,0.41,0.5,-0.16332
0.94,0.1,0.88,0.41,0.46,0.94,0.11,0.91,0.41,0.5,0.94,0.13,0.93,0.41,0.5,0.94,0.16,0.94,0.41,0.5,0.94,0.17,0.96,0.41,0.5,-0.1629
0.94,0.11,0.91,0.41,0.5,0.94,0.13,0.93,0.41,0.5,0.94,0.16,0.94,0.41,0.5,0.94,0.17,0.96,0.41,0.5,0.94,0.18,0.97,0.42,0.5,0.34413
0.94,0.13,0.93,0.41,0.5,0.94,0.16,0.94,0.41,0.5,0.94,0.17,0.96,0.41,0.5,0.94,0.18,0.97,0.42,0.5,0.94,0.21,0.98,0.42,0.5,-0.15959
0.94,0.16,0.94,0.41,0.5,0.94,0.17,0.96,0.41,0.5,0.94,0.18,0.97,0.42,0.5,0.94,0.21,0.98,0.42,0.5,0.92,0.22,0.98,0.42,0.5,-0.15714
0.94,0.17,0.96,0.41,0.5,0.94,0.18,0.97,0.42,0.5,0.94,0.21,0.98,0.42,0.5,0.92,0.22,0.98,0.42,0.5,0.92,0.24,0.99,0.42,0.5,-0.15784
0.94,0.18,0.97,0.42,0.5,0.94,0.21,0.98,0.42,0.5,0.92,0.22,0.98,0.42,0.5,0.92,0.24,0.99,0.42,0.5,0.91,0.25,0.99,0.42,0.5,-0.16165
0.94,0.21,0.98,0.42,0.5,0.92,0.22,0.98,0.42,0.5,0.92,0.24,0.99,0.42,0.5,0.91,0.25,0.99,0.42,0.5,0.91,0.26,1.0,0.42,0.5,-0.16525
0.92,0.22,0.98,0.42,0.5,0.92,0.24,0.99,0.42,0.5,0.91,0.25,0.99,0.42,0.5,0.91,0.26,1.0,0.42,0.5,0.89,0.28,1.0,0.42,0.5,-0.1567
0.92,0.24,0.99,0.42,0.5,0.91,0.25,0.99,0.42,0.5,0.91,0.26,1.0,0.42,0.5,0.89,0.28,1.0,0.42,0.5,0.88,0.3,1.0,0.42,0.5,-0.1864
0.91,0.25,0.99,0.42,0.5,0.91,0.26,1.0,0.42,0.5,0.89,0.28,1.0,0.42,0.5,0.88,0.3,1.0,0.42,0.5,0.86,0.32,1.0,0.42,0.5,-0.16378
