0.83,0.28,0.95,0.71,0.43,0.84,0.29,0.93,0.71,0.43,0.84,0.3,0.0,0.71,0.43,0.84,0.33,0.06,0.7,0.43,0.86,0.37,0.11,0.69,0.43,2.81043334
0.84,0.29,0.93,0.71,0.43,0.84,0.3,0.0,0.71,0.43,0.84,0.33,0.06,0.7,0.43,0.86,0.37,0.11,0.69,0.43,0.88,0.41,0.15,0.69,0.46,4.041079024
0.84,0.11,0.48,0.71,0.5,0.84,0.1,0.49,0.71,0.46,0.84,0.09,0.51,0.71,0.46,0.84,0.08,0.52,0.71,0.46,0.84,0.06,0.53,0.71,0.43,-0.11819494900000001
0.84,0.1,0.49,0.71,0.46,0.84,0.09,0.51,0.71,0.46,0.84,0.08,0.52,0.71,0.46,0.84,0.06,0.53,0.71,0.43,0.83,0.05,0.58,0.71,0.43,-0.09913327400000001
0.84,0.02,0.99,0.7,0.39,0.84,0.02,0.95,0.69,0.39,0.84,0.02,0.08,0.69,0.39,0.84,0.03,0.21,0.69,0.39,0.84,0.05,0.32,0.69,0.43,-0.09219389800000001
0.84,0.02,0.95,0.69,0.39,0.84,0.02,0.08,0.69,0.39,0.84,0.03,0.21,0.69,0.39,0.84,0.05,0.32,0.69,0.43,0.86,0.07,0.36,0.69,0.43,-0.100805096
0.84,0.02,0.08,0.69,0.39,0.84,0.03,0.21,0.69,0.39,0.84,0.05,0.32,0.69,0.43,0.86,0.07,0.36,0.69,0.43,0.86,0.09,0.37,0.69,0.43,-0.100787258
0.84,0.03,0.21,0.69,0.39,0.84,0.05,0.32,0.69,0.43,0.86,0.07,0.36,0.69,0.43,0.86,0.09,0.37,0.69,0.43,0.86,0.11,0.39,0.69,0.43,-0.098174474
0.84,0.05,0.32,0.69,0.43,0.86,0.07,0.36,0.69,0.43,0.86,0.09,0.37,0.69,0.43,0.86,0.11,0.39,0.69,0.43,0.88,0.13,0.39,0.69,0.43,-0.125598605
0.91,0.1,0.36,0.69,0.43,0.91,0.1,0.37,0.69,0.43,0.91,0.09,0.41,0.69,0.43,0.91,0.09,0.44,0.69,0.43,0.89,0.09,0.46,0.7,0.39,0.6303523670000001
0.91,0.1,0.37,0.69,0.43,0.91,0.09,0.41,0.69,0.43,0.91,0.09,0.44,0.69,0.43,0.89,0.09,0.46,0.7,0.39,0.89,0.09,0.48,0.7,0.39,0.9171095579999999
0.91,0.09,0.41,0.69,0.43,0.91,0.09,0.44,0.69,0.43,0.89,0.09,0.46,0.7,0.39,0.89,0.09,0.48,0.7,0.39,0.89,0.08,0.5,0.7,0.39,1.32805852
0.91,0.09,0.44,0.69,0.43,0.89,0.09,0.46,0.7,0.39,0.89,0.09,0.48,0.7,0.39,0.89,0.08,0.5,0.7,0.39,0.88,0.07,0.54,0.7,0.39,1.0746640840000001
0.89,0.09,0.46,0.7,0.39,0.89,0.09,0.48,0.7,0.39,0.89,0.08,0.5,0.7,0.39,0.88,0.07,0.54,0.7,0.39,0.88,0.08,0.58,0.71,0.39,1.122967406
0.88,0.07,0.78,0.71,0.39,0.88,0.07,0.61,0.71,0.39,0.89,0.12,0.46,0.71,0.43,0.91,0.18,0.4,0.71,0.43,0.91,0.24,0.37,0.7,0.43,26.91049376
